dateAchat;numSIREN;nomFleur;nbrFleurs;prixAchatUnitaire
29/01/2021;275381649;Paquerette;54;0.49
29/01/2021;269481735;Chrysantheme;36;0.36
29/01/2021;275381649;Tiare;35;0.35
29/01/2021;269481735;Marguerite;22;0.82
29/01/2021;346198275;Pivoine;34;0.88
29/01/2021;503827451;Narcisse;12;1.04
29/01/2021;842619375;Anemone;26;1.39
29/01/2021;275381649;Tournesol;29;0.73
29/01/2021;346198275;Pensee;24;0.1
29/01/2021;482519367;Tulipe;8;0.29
29/01/2021;842619375;Mimosa;30;0.47
29/01/2021;672849135;Oeillet;21;0.23
29/01/2021;651982473;Coquelicot;12;0.27
29/01/2021;275381649;Rose;18;0.71
29/01/2021;269481735;Lys;45;0.61
29/01/2021;651982473;Magnolia;13;2.68
29/01/2021;672849135;Violette;19;0.16
29/01/2021;346198275;Hortensia;50;0.33
29/01/2021;269481735;Glaieul;8;0.45
29/01/2021;672849135;Crocus;45;0.21
20/01/2021;346198275;Crocus;4;0.3
20/01/2021;651982473;Hortensia;1;3.96
20/01/2021;269481735;Pensee;2;0.42
20/01/2021;503827451;Paquerette;3;0.57
20/01/2021;269481735;Lys;1;1.13
20/01/2021;482519367;Oeillet;1;0.35
20/01/2021;275381649;Tournesol;12;0.23
28/01/2021;346198275;Mimosa;14;0.93
28/01/2021;482519367;Pivoine;9;1.09
28/01/2021;269481735;Tulipe;6;0.38
28/01/2021;482519367;Tournesol;4;0.18
28/01/2021;482519367;Tiare;7;0.55
28/01/2021;269481735;Magnolia;11;0.66
28/01/2021;269481735;Violette;2;0.21
28/01/2021;269481735;Coquelicot;8;0.42
28/01/2021;672849135;Rose;3;0.28
28/01/2021;651982473;Anemone;11;0.55
28/01/2021;269481735;Marguerite;15;0.99
28/01/2021;269481735;Hortensia;9;1.81
28/01/2021;842619375;Lys;6;1.43
28/01/2021;346198275;Pensee;1;0.6
28/01/2021;672849135;Chrysantheme;5;0.65
28/01/2021;482519367;Glaieul;6;0.55
28/01/2021;503827451;Oeillet;5;0.17
27/01/2021;346198275;Glaieul;21;0.63
27/01/2021;672849135;Hortensia;5;0.11
27/01/2021;842619375;Oeillet;1;0.51
27/01/2021;842619375;Tournesol;10;0.28
27/01/2021;346198275;Tulipe;2;0.19
27/01/2021;269481735;Marguerite;2;0.35
27/01/2021;482519367;Mimosa;4;1.19
27/01/2021;651982473;Lys;12;1.41
27/01/2021;346198275;Coquelicot;18;0.43
27/01/2021;672849135;Paquerette;1;0.13
05/10/2021;269481735;Tournesol;11;0.59
05/10/2021;269481735;Tiare;8;1.05
05/10/2021;651982473;Anemone;11;0.41
05/10/2021;503827451;Glaieul;3;0.29
05/10/2021;482519367;Pivoine;1;1.38
08/10/2021;842619375;Tournesol;16;0.11
08/10/2021;503827451;Oeillet;3;0.7
08/10/2021;672849135;Coquelicot;11;0.48
08/10/2021;842619375;Pensee;6;0.35
08/10/2021;482519367;Tiare;11;1.06
08/10/2021;651982473;Paquerette;8;0.15
08/10/2021;275381649;Narcisse;2;0.31
08/10/2021;503827451;Magnolia;1;2.89
08/10/2021;503827451;Tulipe;6;0.65
08/10/2021;482519367;Rose;2;0.27
15/10/2021;275381649;Glaieul;3;0.66
15/10/2021;503827451;Tournesol;1;0.14
15/10/2021;275381649;Hortensia;9;0.35
15/10/2021;651982473;Lys;2;0.44
22/10/2021;651982473;Coquelicot;9;0.17
22/10/2021;275381649;Tiare;5;1.78
22/10/2021;269481735;Chrysantheme;5;0.84
22/10/2021;269481735;Crocus;23;0.29
22/10/2021;503827451;Oeillet;1;0.51
22/10/2021;275381649;Mimosa;12;0.38
22/10/2021;842619375;Lys;5;0.65
22/10/2021;482519367;Anemone;2;1.63
22/10/2021;482519367;Paquerette;3;0.27
22/10/2021;482519367;Marguerite;5;0.16
22/10/2021;269481735;Pivoine;18;0.82
22/10/2021;842619375;Narcisse;2;0.11
22/10/2021;346198275;Magnolia;4;0.84
11/10/2021;503827451;Glaieul;22;0.81
11/10/2021;842619375;Anemone;6;1.0
11/10/2021;503827451;Oeillet;3;0.15
11/10/2021;842619375;Tournesol;1;0.92
11/10/2021;269481735;Mimosa;1;1.26
11/10/2021;269481735;Pivoine;2;1.87
11/10/2021;503827451;Tiare;16;2.15
11/10/2021;346198275;Tulipe;1;0.55
11/10/2021;275381649;Pensee;1;0.54
11/10/2021;503827451;Narcisse;1;0.18
20/10/2021;275381649;Rose;5;0.7
20/10/2021;672849135;Magnolia;8;2.42
20/10/2021;503827451;Lys;3;1.28
20/10/2021;503827451;Pensee;8;0.31
20/10/2021;269481735;Tournesol;3;0.21
20/10/2021;275381649;Oeillet;2;0.6
25/10/2021;482519367;Tulipe;4;0.61
25/10/2021;842619375;Magnolia;11;1.24
25/10/2021;503827451;Oeillet;1;0.65
25/10/2021;482519367;Lys;2;1.04
25/10/2021;503827451;Narcisse;3;0.92
25/10/2021;503827451;Tiare;13;1.33
25/10/2021;651982473;Tournesol;2;0.19
25/10/2021;275381649;Anemone;3;1.18
25/10/2021;503827451;Pensee;6;0.2
25/10/2021;269481735;Crocus;1;0.49
25/10/2021;346198275;Marguerite;11;0.14
25/10/2021;482519367;Rose;8;0.28
14/10/2021;275381649;Crocus;1;0.2
14/10/2021;346198275;Pivoine;3;1.95
14/10/2021;503827451;Coquelicot;1;0.49
14/10/2021;672849135;Hortensia;10;1.9
18/10/2021;269481735;Tiare;4;2.36
18/10/2021;503827451;Tournesol;9;0.62
18/10/2021;651982473;Rose;2;0.44
18/10/2021;346198275;Tulipe;6;0.14
18/10/2021;842619375;Coquelicot;18;0.43
18/10/2021;651982473;Oeillet;2;0.1
18/10/2021;651982473;Magnolia;1;2.57
18/10/2021;842619375;Paquerette;22;0.4
18/10/2021;275381649;Mimosa;2;0.22
18/10/2021;672849135;Narcisse;1;0.51
18/10/2021;672849135;Violette;19;0.16
18/10/2021;672849135;Crocus;3;0.18
18/10/2021;482519367;Hortensia;13;0.82
18/10/2021;346198275;Marguerite;3;0.93
18/10/2021;672849135;Pivoine;1;1.05
18/10/2021;269481735;Chrysantheme;4;0.74
18/10/2021;482519367;Glaieul;1;0.53
27/10/2021;503827451;Glaieul;1;0.59
27/10/2021;672849135;Crocus;6;0.32
27/10/2021;269481735;Magnolia;9;3.1
27/10/2021;275381649;Lys;1;1.0
27/10/2021;842619375;Chrysantheme;5;0.31
27/10/2021;503827451;Tulipe;3;0.25
27/10/2021;651982473;Mimosa;1;0.15
27/10/2021;275381649;Coquelicot;17;0.43
27/10/2021;503827451;Oeillet;1;0.74
27/10/2021;842619375;Rose;10;0.38
27/10/2021;269481735;Violette;9;0.15
27/10/2021;503827451;Pivoine;2;1.43
27/10/2021;842619375;Tournesol;1;0.39
27/10/2021;482519367;Tiare;3;0.79
12/10/2021;275381649;Glaieul;17;0.63
12/10/2021;275381649;Pivoine;17;1.28
12/10/2021;275381649;Marguerite;7;0.12
12/10/2021;842619375;Crocus;9;0.41
12/10/2021;269481735;Mimosa;5;0.33
21/10/2021;346198275;Anemone;5;1.08
21/10/2021;346198275;Narcisse;5;0.72
21/10/2021;346198275;Oeillet;6;0.43
21/10/2021;503827451;Hortensia;6;1.43
21/10/2021;672849135;Tiare;7;0.63
21/10/2021;672849135;Paquerette;1;0.16
21/10/2021;269481735;Tournesol;1;0.4
03/11/2021;275381649;Tournesol;16;0.41
03/11/2021;672849135;Oeillet;2;0.1
03/11/2021;346198275;Pivoine;14;0.1
03/11/2021;275381649;Coquelicot;6;0.25
03/11/2021;482519367;Lys;13;0.25
03/11/2021;672849135;Crocus;3;0.19
03/11/2021;269481735;Narcisse;17;0.18
03/11/2021;842619375;Anemone;1;0.17
03/11/2021;346198275;Paquerette;29;0.12
03/11/2021;482519367;Marguerite;7;0.25
03/11/2021;346198275;Pensee;1;0.46
03/11/2021;275381649;Tulipe;6;0.22
03/11/2021;346198275;Chrysantheme;1;0.49
03/11/2021;672849135;Hortensia;1;2.03
03/11/2021;651982473;Magnolia;1;1.5
03/11/2021;482519367;Violette;4;0.35
29/10/2021;842619375;Pivoine;9;2.11
29/10/2021;651982473;Crocus;8;0.34
29/10/2021;503827451;Marguerite;27;0.26
29/10/2021;672849135;Tournesol;3;0.41
29/10/2021;503827451;Pensee;2;0.16
29/10/2021;651982473;Chrysantheme;6;0.1
29/10/2021;346198275;Oeillet;8;0.53
29/10/2021;269481735;Hortensia;11;0.73
29/10/2021;275381649;Tiare;3;1.63
29/10/2021;503827451;Anemone;1;0.31
29/10/2021;269481735;Lys;3;0.88
29/10/2021;651982473;Paquerette;5;0.71
02/11/2021;275381649;Magnolia;9;2.91
02/11/2021;346198275;Narcisse;19;0.89
02/11/2021;346198275;Crocus;7;0.36
02/11/2021;482519367;Oeillet;6;0.6
02/11/2021;503827451;Hortensia;9;0.9
02/11/2021;275381649;Rose;1;0.1
02/11/2021;842619375;Coquelicot;1;0.31
02/11/2021;269481735;Pensee;7;0.22
02/11/2021;651982473;Chrysantheme;1;0.74
02/11/2021;482519367;Glaieul;1;0.58
19/10/2021;346198275;Tiare;10;0.34
19/10/2021;651982473;Pensee;1;0.46
19/10/2021;672849135;Narcisse;2;0.65
19/10/2021;275381649;Pivoine;3;2.1
19/10/2021;503827451;Tulipe;1;0.62
04/11/2021;503827451;Crocus;1;0.14
04/11/2021;346198275;Tiare;11;1.54
04/11/2021;482519367;Tulipe;4;0.19
04/11/2021;672849135;Tournesol;3;0.85
04/11/2021;503827451;Pensee;15;0.7
04/11/2021;269481735;Lys;4;1.46
04/11/2021;672849135;Coquelicot;3;0.1
04/11/2021;346198275;Violette;1;0.23
04/11/2021;269481735;Oeillet;12;0.22
09/11/2021;482519367;Tournesol;3;0.7
09/11/2021;275381649;Anemone;3;0.76
09/11/2021;672849135;Chrysantheme;3;0.24
09/11/2021;275381649;Oeillet;4;0.57
09/11/2021;672849135;Coquelicot;5;0.47
09/11/2021;275381649;Crocus;2;0.11
09/11/2021;482519367;Narcisse;12;0.87
09/11/2021;275381649;Pensee;11;0.46
26/10/2021;651982473;Oeillet;1;0.69
26/10/2021;651982473;Rose;8;0.74
26/10/2021;482519367;Mimosa;5;1.82
26/10/2021;269481735;Narcisse;1;0.45
26/10/2021;672849135;Pensee;1;0.19
05/11/2021;346198275;Anemone;24;0.78
05/11/2021;269481735;Violette;4;0.18
05/11/2021;842619375;Tiare;4;0.4
05/11/2021;269481735;Glaieul;1;0.51
05/11/2021;346198275;Lys;1;1.36
05/11/2021;346198275;Hortensia;1;2.45
05/11/2021;672849135;Magnolia;5;3.53
05/11/2021;482519367;Tulipe;2;0.62
05/11/2021;346198275;Oeillet;2;0.11
05/11/2021;651982473;Coquelicot;5;0.35
05/11/2021;503827451;Paquerette;13;0.33
05/11/2021;651982473;Pensee;11;0.22
05/11/2021;482519367;Narcisse;6;0.9
05/11/2021;482519367;Tournesol;12;0.3
05/11/2021;346198275;Chrysantheme;7;0.38
05/11/2021;275381649;Rose;8;0.38
05/11/2021;842619375;Marguerite;2;0.96
10/11/2021;651982473;Paquerette;67;0.53
10/11/2021;651982473;Tulipe;26;0.56
10/11/2021;275381649;Mimosa;26;1.22
10/11/2021;842619375;Glaieul;40;0.63
10/11/2021;275381649;Rose;52;0.21
10/11/2021;346198275;Crocus;39;0.36
10/11/2021;275381649;Anemone;40;1.59
10/11/2021;269481735;Oeillet;24;0.42
10/11/2021;651982473;Pensee;28;0.56
10/11/2021;672849135;Pivoine;52;1.87
10/11/2021;503827451;Coquelicot;54;0.29
10/11/2021;651982473;Hortensia;12;0.41
10/11/2021;482519367;Narcisse;36;1.06
10/11/2021;651982473;Violette;46;0.47
10/11/2021;346198275;Tournesol;38;0.74
10/11/2021;346198275;Magnolia;37;0.19
10/11/2021;503827451;Chrysantheme;57;0.49
10/11/2021;651982473;Marguerite;44;0.23
10/11/2021;503827451;Tiare;24;2.96
10/11/2021;651982473;Lys;55;1.34
08/11/2021;269481735;Crocus;7;0.23
08/11/2021;275381649;Lys;2;1.43
08/11/2021;842619375;Narcisse;4;1.13
08/11/2021;672849135;Magnolia;9;2.53
08/11/2021;346198275;Pivoine;17;1.89
08/11/2021;482519367;Pensee;5;0.75
08/11/2021;503827451;Marguerite;11;0.41
08/11/2021;503827451;Tiare;21;2.13
08/11/2021;842619375;Mimosa;2;1.36
08/11/2021;842619375;Coquelicot;5;0.41
08/11/2021;651982473;Hortensia;2;2.51
08/11/2021;651982473;Paquerette;3;0.64
08/11/2021;275381649;Chrysantheme;4;0.49
08/11/2021;672849135;Violette;2;0.48
18/04/2022;672849135;Tulipe;7;0.45
18/04/2022;842619375;Hortensia;7;3.4
18/04/2022;651982473;Marguerite;2;0.14
18/04/2022;842619375;Chrysantheme;13;0.41
18/04/2022;503827451;Pensee;5;0.56
26/04/2022;672849135;Glaieul;4;0.27
26/04/2022;482519367;Tournesol;2;0.93
26/04/2022;651982473;Violette;2;0.37
26/04/2022;503827451;Paquerette;1;0.42
26/04/2022;275381649;Chrysantheme;16;0.24
26/04/2022;275381649;Anemone;8;0.72
26/04/2022;503827451;Magnolia;14;2.57
26/04/2022;842619375;Coquelicot;7;0.46
26/04/2022;275381649;Tulipe;3;0.27
26/04/2022;672849135;Oeillet;2;0.16
26/04/2022;842619375;Crocus;6;0.4
26/04/2022;651982473;Tiare;18;0.31
26/04/2022;842619375;Narcisse;8;0.51
26/04/2022;672849135;Marguerite;5;0.14
26/04/2022;651982473;Rose;6;0.13
26/04/2022;651982473;Hortensia;13;0.14
26/04/2022;269481735;Lys;1;0.9
26/04/2022;842619375;Mimosa;5;0.72
06/04/2022;269481735;Marguerite;8;0.78
06/04/2022;275381649;Pensee;1;0.44
06/04/2022;672849135;Tiare;14;1.04
06/04/2022;672849135;Coquelicot;3;0.32
07/04/2022;651982473;Marguerite;6;0.94
07/04/2022;269481735;Glaieul;2;0.57
07/04/2022;842619375;Narcisse;2;0.52
07/04/2022;651982473;Coquelicot;2;0.22
20/04/2022;346198275;Rose;2;0.32
20/04/2022;269481735;Magnolia;15;2.44
20/04/2022;503827451;Narcisse;8;0.95
20/04/2022;672849135;Mimosa;1;1.68
20/04/2022;503827451;Hortensia;1;1.04
20/04/2022;672849135;Lys;2;1.21
08/04/2022;842619375;Pivoine;9;1.49
08/04/2022;346198275;Magnolia;5;0.54
08/04/2022;346198275;Pensee;5;0.35
08/04/2022;275381649;Mimosa;15;2.04
08/04/2022;651982473;Anemone;1;0.3
08/04/2022;672849135;Tiare;3;2.91
08/04/2022;503827451;Lys;13;0.34
08/04/2022;503827451;Narcisse;2;0.72
08/04/2022;275381649;Violette;1;0.22
25/04/2022;346198275;Crocus;18;0.18
25/04/2022;651982473;Marguerite;9;0.56
25/04/2022;651982473;Pensee;6;0.52
25/04/2022;346198275;Tiare;7;1.56
25/04/2022;651982473;Tournesol;12;0.86
25/04/2022;346198275;Hortensia;13;0.54
25/04/2022;482519367;Glaieul;11;0.7
25/04/2022;269481735;Tulipe;11;0.59
25/04/2022;842619375;Paquerette;12;0.47
25/04/2022;842619375;Coquelicot;16;0.22
25/04/2022;651982473;Pivoine;10;2.19
25/04/2022;503827451;Anemone;37;0.58
25/04/2022;275381649;Oeillet;10;0.15
25/04/2022;482519367;Lys;1;0.76
25/04/2022;672849135;Magnolia;4;2.85
25/04/2022;672849135;Rose;5;0.95
25/04/2022;346198275;Chrysantheme;20;0.55
25/04/2022;346198275;Violette;6;0.17
25/04/2022;275381649;Mimosa;7;1.8
19/04/2022;346198275;Pivoine;9;1.67
19/04/2022;346198275;Chrysantheme;2;0.22
19/04/2022;269481735;Mimosa;2;0.44
19/04/2022;672849135;Tiare;3;1.3
19/04/2022;672849135;Paquerette;11;0.63
19/04/2022;482519367;Rose;1;0.1
19/04/2022;651982473;Coquelicot;2;0.46
19/04/2022;482519367;Narcisse;4;1.05
19/04/2022;503827451;Tournesol;1;0.13
19/04/2022;346198275;Anemone;10;0.62
19/04/2022;482519367;Tulipe;14;0.74
